NOMBRE,REGIONAL,CIUDAD,DEPARTAMENTO,DIRECCION
CGR SAN JUAN URABA,ANTIOQUIA,SAN JUAN DE URABA,ANTIOQUIA,CALLE 22 # 22-07
CENTRO COMERCIAL PLAZA CLARO,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA ESPERANZA CON CARRERA 68
OLIMPICA JARDIN RIO,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 114 # 42C – 33
OXXO CANDELARIA,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 11 #3-57/59
VILLAS DE GRANADA III,BOGOTA,BOGOTA,CUNDINAMARCA,CALLE 72F No. 112 D-09
TAGANGA,COSTA,SANTA MARTA,MAGDALENA,CARRERA 2 CALLE 18-29 LOCAL 3
LOPEZ DE MICAY,OCCIDENTE,LOPEZ MICAY,CAUCA,CARRERA 2 # 2-56 CALLE LAS FLORES
CENTRO COMERCIAL BELLAVISTA MONTERIA,ANTIOQUIA,MONTERIA,CORDOBA,CARRERA 6 # 68-72
ALTOQ_SOGAMOSO,ORIENTAL,SOGAMOSO,BOYACÁ,CARRERA 11 # 30-50
OXXO PLAZA SUBA,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 91 N. 146B- 61
OXXO JJ VARGAS,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 64 # 67 D 98
COLSUBSIDIO LA MESA,BOGOTA,LA MESA,CUNDINAMARCA,CALLE 4 # 22 - 80
CEDRITOS,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA 19 #134 -20
CC_SORPRESAS,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 18 A #136A-11
ALTOQUE MENGA,OCCIDENTE,YUMBO,VALLE DEL CAUCA,CALLE 10 # 38 ESQUINA
CARULLA PASADENA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 53 # 102A - 77
V JAVIER BOSA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 81 SUR # 81-90 LOCAL 7
ALTOQ AVDORADO,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA CALLE 26 # 113 – 90
ÉXITO LAROSITA,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 17 # 45-77
ALTOQUE ANILLO VIAL,SANTANDERES,FLORIDABLANCA,SANTANDER,ANILLO VIAL FLORIDABLANCA -GIRON # 11-20
ALTOQUE AUTOPISTA,OCCIDENTE,CALI,VALLE DEL CAUCA,AUTOPISTA CALLE 10 # 46 -20
UNIANDES II,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 19A # 0-75 PISO 1
BULEVAR TEQUENDAMA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 26 A # 13-97 LOCAL 1A
PAYANDE,SUR,SAN LUIS,TOLIMA,CARRERA 5 # 7- 43
ALTOQUE MELGAR,BOGOTA,MELGAR,TOLIMA,KILOMETRO 6 VÍA MELGAR - BOGOTA VEREDA EL SALERO
CGR TENA,BOGOTA,TENA,CUNDINAMARCA,DIAGONAL 3 # 3-15
CAVIPETROL  IV,BOGOTA,BOGOTÁ,CUNDINAMARCA,TRANSVERSAL 60 # 100-90
MERCALDAS ENEA,CAFETERA,MANIZALES,CALDAS,Carrera 35 No 100 B 30
CANASTO MARKET,BOGOTA,SOPÓ,CUNDINAMARCA,Transversal 6 calle 6
VILLA SOL,SUR,IBAGUE,TOLIMA,CALLE 15 # 4 - 33
OLIMPICA VILLA CAROLINA,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 93 # 71 – 49 CENTRO COMERCIAL VILLA CAROLINA
OASIS,COSTA,SANTA MARTA,MAGDALENA,CARRERA 4 # 114 – 303 LOCAL 4
CARULLA 110,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 110 # 9B- 80
OLIMPICA VILLASANTOS,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 100 # 50 - 49
MET UNIVERSIDAD,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CALLE 73 # 52-40
CC NUESTRO CTGO,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 34 # 2-45
MET NIQUIA,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,AVENIDA  50 A DIAGONAL  37-1
CC MUISCA ENGAT,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 64 #  118 B 58 LOCAL 201
CC LONUEST BTA,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA 86 #. 55A-75
MET ITAGUI,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 49 # 50 Sur 80
HOME CLL 80,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA CARRERA 68 # 80 – 77
HOME C BAQ NTE,COSTA,BARRANQUILLA,ATLÁNTICO,CARRERA 53 # 98-20
EDS LA 17,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 27 # 16-51 SUR
MET AGUACATALA,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 48 C # 12 SUR 50
MET SAN ANTO II,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 51 A # 46-18
MET SAN ANTONIO,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 51 A # 46-18
EDS TERPEL TIMIZ,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 40 SUR # 73-12
CC ARRECIFE,COSTA,SANTA MARTA,MAGDALENA,CARRERA 4 # 11A - 119
CC CHAGUYA FUNZA,BOGOTA,FUNZA,CUNDINAMARCA,CALLE 10A # 15-84
ÉXITO LAS NIEVES,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 7 # 22-36
CGR ENTRERRIOS,ANTIOQUIA,ENTRE RIOS,ANTIOQUIA,CARRERA 11 # 10-68
CGR PUEBLO BELLO,COSTA,PUEBLO BELLO -CESAR,CESAR,CALLE 9 # 9-161
CGR CHISCAS,ORIENTAL,CHISCAS,BOYACÁ,CALLE 4 # 4-01
ESSA BMANGA,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 19 # 24-56
MET PARQ BERRIO,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 51 # 50-26
COLISEO LIVE BO,BOGOTA,COTA,CUNDINAMARCA,"CALLE 80, KILÓMETRO 1.5"
CGR MBAJA II,COSTA,MARIA LA BAJA,BOLÍVAR,CALLE 19 # 12-36
CGR ALTAMIRA,Antioquia,ALTAMIRA,ANTIOQUIA,CARRERA 21 # 19-45/49
AERO DORADO III,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 26 # 106-39
SUPER LA CIMA,CAFETERA,ARMENIA,QUINDIO,CARRERA 14 # 46 NORTE 41
ALTOQ INTEXONA,BOGOTA,COTA,CUNDINAMARCA,VEREDA SIBERIA KM 1 - VIA SIBERIA FUNZA
ALTOQ CHIPICHAP,OCCIDENTE,CALI,VALLE DEL CAUCA,AVENIDA. 6 NORTE # 37 AN-12
CGR GRAMALOTE,SANTANDERES,GRAMALOTE,NORTE DE SANTANDER,LOTE 06-13 MANZANA # 3
HSPTAL SERENAMAR,COSTA,CARTAGENA,BOLIVAR,ANILLO VIAL KM  8
PUERTO 125,OCCIDENTE,PANCE,VALLE DEL CAUCA,CALLE 16 A # 124-285
EDS TERP ALAMOS,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 98 NO. 63 - 39
CGR VILLANUEVA,COSTA,VILLA NUEVA-LA GUAJIRA,RIOHACHA,CARRERA  8ª #. 12ª-83
CC LOS LAURELES,BOGOTA,GUASCA,CUNDINAMARCA,KM 23 VÍA LA CALERA – GUASCA
ALTOQ CORZO,BOGOTA,CORZO,CUNDINAMARCA,KM 21-100 VIA FONTIBON FACA
ALTOQUE MARBELLA,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 13 # 81-08
ALTOQ RECREO,OCCIDENTE,SAN PEDRO,VALLE DEL CAUCA,VÍA TULUA BUGA KM 18
TELECOM SFE ANT,MEDELLIN,SANTAFE DE ANTIOQUIA,ANTIOQUIA,"CALLE 10 #  9-04, LOCAL 7"
CC PLAZA NIEVES,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 26 V # 19 – 04
OL CC MERIDIEM,COSTA,BARRANQUILLA,ATLANTICO,CARRERA 59B NO. 81 - 104 CENTRO COMERCIAL  LE MERIDIEN .
C SAN GABRIEL,BOGOTA,MADRID,CUNDINAMARCA,"CALLE  7 NO 20 -17 / 35 / 49, HACE PARTE DEL LOCAL  # 11"
PARNASO BCMEJA,SANTANDERES,BARRANCABERMEJA,VERDE,CALLE 67 # 20 - 06
RINCON DE GIRON,SANTANDERES,GIRON,SANTANDER,CALLE 43 # 16 - 107
HOTEL SONESTACTG,COSTA,CARTAGENA,BOLIVAR,CARRERA 9 #35-104 ANILLO VIAL
ALTOQ FLORIDA,BOGOTA,COTA,CUNDINAMARCA,"VIA SIBERIA (COTA, FUNZA, LA VEGA)"
EXITO SOGAMOSO,ORIENTAL,SOGAMOSO,BOYACA,Carrera 13 No. 11 - 50
HOTEL INTERCONT,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CALLE 16 # 28-51
EDS TEXAC VEGAS,ANTIOQUIA,ENVIGADO,ANTIOQUIA,CARRERA 48 # 30 SUR 48
OL TURBACO,COSTA,TURBACO,BOLIVAR,Cra. 27 calle 30 C.C  Plaza 90
OL PLAZA ROBLES,COSTA,SOLEDAD,ATLÁNTICO,Calle 77 – 15A
CC PARQUE ALEGRA,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 30 CARRERA 4 B Y 8
S INTER V VERDE,CAFETERA,PEREIRA,RISARALDA,CALLE 37 # 30-51
AV ESTUDIANTES,ANTIOQUIA,NARIÑO,ANTIOQUIA,CALLE 20 # 33 A -11 Local 3
TEXACO MOBI SUR,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA  51 NO 32-40
MXM PUERTA SOL,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 28 # 66
OL MANSION,BOGOTA,CAJICA,CUNDINAMARCA,Km. 29 Vía Bogotá - Cajicá Lote 29
D1 COGUA,BOGOTA,COGUA,CUNDINAMARCA,CALLE 3 NO. 2-58
COLSUB FUNZA II,BOGOTA,FUNZA,CUNDINAMARCA,CALLE 15 # 03 – 19
EXITO LA 70,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 70 # 43-31
EXITO BARRANCA,SANTANDERES,BARRANCABERMEJA,SANTANDER,CALLE 50 ENTRE CARRERA 10 Y 11 C.C. VIVA
EXITO FABRICATO,ANTIOQUIA,BELLO,ANTIOQUIA,CARRERA 50 NO 38 -201 LOCAL 1055
SAN ROQUE,BOGOTA,CAJICA,CUNDINAMARCA,CARRERA 5 # 11D 2 - 21 SUR KM. 7 CAJICÁ - CHÍA
OL REDONDA,COSTA,BARRANQUILLA,ATLANTICO,CARRERA 2 # 88 - 137
FARMATOD BMANGA,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 27 # 45 -08
SAN JUAN BETULIA,ANTIOQUIA,SAN JUAN DE BETULIA,SUCRE,CALLE 7 # 7-29
FARMATOD CABRER,BOGOTA,BOGOTA,CUNDINAMARCA,CARRERA 9 # 82 – 19
NOVACENTRO PAST,OCCIDENTE,PASTO,NARIÑO,CALLE 18 # 31-88
FARMATOD PANCE,OCCIDENTE,PANCE,VALLE DEL CAUCA,CARRERA 122 # 17a – 00
OXXO TRIVENZA,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 111 # 22B - 34
MXM COMERCIO,SANTANDERES,BARRANCABERMEJA,SANTANDER,CARRERA 6 # 50 - 29
FARMATODO RODADERO,COSTA,SANTA MARTA,MAGDALENA,CALLE 11B # 2 – 35
ALTOQUE GASXI - TAYRONA,COSTA,SANTA MARTA,MAGDALENA,TRANSVERSAL 9 # 29F – 83
LA QUERENCIA,BOGOTA,FUSAGASUGÁ,CUNDINAMARCA,CALLE 22 NO. 42 – 40
OLIMPICA MARGEN IZQUIERDO,ANTIOQUIA,MONTERIA,CORDOBA,CARRERA 9AW # 19 - 10
CANAVERAL LA 34,OCCIDENTE,CALI,VALLE DEL CAUCA,AVENIDA 2B - 34 NORTE - 19
D1 NEMOCON,OCCIDENTE,NEMOCÓN,CUNDINAMARCA,CALLE 6 # 6 - 71
SUPERINT MZALES,CAFETERA,MANIZALES,CALDAS,CARRERA 23 # 18 - 53
UNIPLEX CIRCUNV,CAFETERA,PEREIRA,RISARALDA,CARRERA 13 # 13 - 40
CARULLA PINARES,CAFETERA,PEREIRA,RISARALDA,CARERA 17 # 9 - 47
SUPERINT CALARCA,CAFETERA,CALARCA,QUINDIO,CARRERA 24 # 38 - 24
FARMATOD COTA,BOGOTA,COTA,CUNDINAMARCA,KILOMETRO 1.5 VARIANTE COTA - CHIA
CGR PIZARRO,OCCIDENTE,BAJO BAUDÓ (PIZARRO),CHOCÓ,BARRIO SANTANDER
MERCAD GUAYABAL,ANTIOQUIA,ITAGUI,ANTIOQUIA,CARRERA 52 D # 75 SS SUR 280
TRANSITO BMANGA,SANTANDERES,BUCARAMANGA,SANTANDER,KILOMETRO 4 VIA GIRON - BUCARAMANGA
SUPERINT TIENDA,CAFETERA,PEREIRA,RISARALDA,CARRERA 7 # 38-56
CC CABLE PLAZA,CAFETERA,MANIZALES,CALDAS,CARRERA 23 # 65-00
CIUDAD VENECIA,SANTANDERES,BUCARAMANGA,SANTANDER,TRANSVERSAL METROPOLITANA # 13A - 65
COMFAN DESEPAZ,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 25 # 121 - 42
COLSUB IPANEMA,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 24 # 38-24
PURA STA MARTA,COSTA,SANTA MARTA,MAGDALENA,CALLE 19 # 3 - 105
FARMATOD CUCUTA,SANTANDERES,CÚCUTA,NORTE DE SANTANDER,AVENIDA 0 # 11 – 11
COSMOCENTRO,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 5 # 50-103
EDS PMX ESPANOL,SANTANDERES,PIEDECUESTA,NORTE DE SANTANDER,LOTE 13-14  VEREDA MENSULI
COMFAN CANASGDA,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 18 # 114 B - 40
COLSUB 20 JULIO,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 23 # 18 - 53
OL LA PRADERA,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 110 # 30 - 07
BA CARABOBO,ANTIOQUIA,MEDELLIN,ANTIOQUIA,CARRERA 52 # 50 - 37
MORASURCO II,OCCIDENTE,PASTO,NARIÑO,CALLE 20 # 42 - 105
OL LA DORADA,CAFETERA,LA DORADA,CALDAS,CALLE 17 # 3 - 04
OL MONSERRAT,OCCIDENTE,POPAYAN,CAUCA,TRANSVERSAL 9 # 56 N – 30 LOCAL 8
ÉXITO LA CEJA,ANTIOQUIA,LA CEJA,ANTIOQUIA,DIAGONAL 13 # 26 B- 56 LOCAL 122
MXM SAN FCO,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 23 # 14 - 52
FARMATOD MANGA,COSTA,CARTAGENA,BOLÍVAR,CALLE REAL # 12-21
U JAVERIANA,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 18 # 118-250
MONTES PLUS,SANTANDERES,CUCUTA,NORTE DE SANTANDER,AVENIDA 1 # 16 - 35
MONTES PATIOS,SANTANDERES,CUCUTA,NORTE DE SANTANDER,AVENIDA 10 # 7A – 55 KM 8
OXXO POBLADO PLAZA,CAFETERA,PEREIRA,RISARALDA,CARRERA 29  # 33-55
EXPO FUTURO,CAFETERA,PEREIRA,RISARALDA,CARRERA 19 # 93 - 02
FARMATOD CVERAL,SANTANDERES,FLORIDABLANCA,SANTANDER,CARRERA 20 # 158
CALERA GARDENS,BOGOTA,LA CALERA,CUNDINAMARCA,AVENIDA 2 # 9A - 28
EDS TERRANOVA,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 12 # 52 SUR - 05
MONSERRATE,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 2 ESTE # 21- 48
UNICENTRO OASIS,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 100 # 5 - 169
FARMATOD MONTER,COSTA,CARTAGENA,BOLÍVAR,CARRERA 5 A # 62 B - 45
SURTIMAY MREGUA,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 16 # 59 - 59
BELEN UMBRI TER,CAFETERA,BELÉN DE UMBRÍA,RISARALDA,CALLE 5 # 10 - 29
CC FLORIDA TUNJ,ORIENTAL,TUNJA,BOYACÁ,CALLE 1 A SUR # 11 - 35
COVENAS,BOGOTA,COVEÑAS,SUCRE,CALLE 13 # 8A - 633
OL 11 NOV,COSTA,SANTA MARTA,MAGDALENA,CALLE 30 # 71 - 38
LOPEZ DE MESA,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,DIAGONAL 85 # 79C - 143
FARMATOD LLANOG,ANTIOQUIA,RIONEGRO,ANTIOQUIA,SECTOR GUAYABITO VEREDA 3
SURTIMAY BMEJA,SANTANDERES,BARRANCABERMEJA,SANTANDER,DIAGONAL 60 # 45 T - 32
OXXO PTO MADERO,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 14B # 14 A - 44 / 50
CGR C GUAROA II,BOGOTA,SAN CARLOS DE GUAROA,META,CARRERA 12 # 4 - 53
FARMATOD VEGAS,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 48 # 15 SUR 160
FARMATOD CABECERA,SANTANDERES,BUCARAMANGA,SANTANDER,CALLE 44 / CARRERA 35 - 36
CGR C CABUYARO2,BOGOTA,CABUYARO,META,CARRERA 8 # 7 - 83
PAS ZAMORACO,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRREA  8 # 13 - 80 / 102
FARMATOD SOTOMA,SANTANDERES,BUCARAMANGA,SANTANDER,CARRERA 30 CALLE 52
PURA POBLADO,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CARRERA 37 # 8 A 29
MAKRO CLL 80,BOGOTA,BOGOTÁ,CUNDINAMARCA,AVENIDA BOYACÁ # 81 B - 13
COMFAN JAMUNDI,OCCIDENTE,JAMUNDí,VALLE DEL CAUCA,CARRERA 11 # 13 - 21
SAO CC ALEGRA,COSTA,BARRANQUILLA,ATLÁNTICO,CALLE 30 # 4B - 120
OL CDAD PARQUE,COSTA,SOLEDAD,ATLÁNTICO,CARRERA 12 # 73 - 52
FARMATOD PARRA,ANTIOQUIA,MEDELLÍN,ANTIOQUIA,CALLE 1 SUR # 36 - 71
JAMBALO,OCCIDENTE,JAMBALO,CAUCA,PARQUE PRINCIPAL
CLINIC IMBANA 1,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 38 A # 5A-100 TORRE A
EDS SIMON B,OCCIDENTE,CALI,VALLE DEL CAUCA,CALLE 36 # 39A-66
MERCALDAS PALMA,CAFETERA,MANIZALES,CALDAS,CARRERA 23 # 58-06
MALL 77,ANTIOQUIA,LA ESTRELLA,ANTIOQUIA,CALLE 77 SUR # 50A-195 LOCAL 9908
AMBERES,COSTA,CARTAGENA,BOLÍVAR,CALLE 30 # 44A-03
MERCALDAS MARCE,CAFETERA,MANIZALES,CALDAS,AVENIDA ALBERTO MENDOZA CARRERA 30 # 93-25
EXITO CHIPICHAP,OCCIDENTE,CALI,VALLE DEL CAUCA,AVENIDA 6 NORTE # 35-47
PURA BADILLO,COSTA,CARTAGENA,BOLÍVAR,CARRERA 7 # 36-37
OXXO ANILLO VIA,SANTANDERES,GIRÓN,SANTANDER,KILÓMETRO 6 ANILLO VIAL FLORIDABLANCA-GIRÓN
SURTIMA GUATAPE,OCCIDENTE,GUATAPE,ANTIOQUIA,CARRERA 28 # 31-15
PRIMAX CAJICA,BOGOTA,CAJICA,CUNDINAMARCA,KILÓMETRO 28 VIA CAJICÁ-ZIPAQUIRÁ
CLINIC IMBANAC2,OCCIDENTE,CALI,VALLE DEL CAUCA,CARRERA 38 BIS # 52B-04
TERMINAL TULUA,OCCIDENTE,TULUA,VALLE DEL CAUCA,TRANSVERSAL 12 # 39 A - 35
GRAN EST ESFERA I,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 60 # 24-09
GRAN EST ESFERA II,BOGOTA,BOGOTÁ,CUNDINAMARCA,CARRERA 60 # 24-09
FARMATOD CL 170,BOGOTA,BOGOTÁ,CUNDINAMARCA,CALLE 170 # 65-80
FARMATOD CHIA,BOGOTA,CHIA,CUNDINAMARCA,LOTE H VEREDA LA BALSA-CHÍA CUNDINAMARCA
